id|title|authors|arxiv_primary_category|summary|published|updated|general_category
http://arxiv.org/abs/1203.1450v2|AD in Fortran, Part 2: Implementation via Prepreprocessor|Alexey Radul;Barak A. Pearlmutter;Jeffrey Mark Siskind|cs.PL|"We describe an implementation of the Farfel Fortran AD extensions. These extensions integrate forward and reverse AD directly into the programming model, with attendant benefits to flexibility, modularity, and ease of use. The implementation we describe is a ""prepreprocessor"" that generates input to existing Fortran-based AD tools. In essence, blocks of code which are targeted for AD by Farfel constructs are put into subprograms which capture their lexical variable context, and these are closure-converted into top-level subprograms and specialized to eliminate EXTERNAL arguments, rendering them amenable to existing AD preprocessors, which are then invoked, possibly repeatedly if the AD is nested."|2012-03-07T12:16:30Z|2012-03-08T09:56:48Z|cs
http://arxiv.org/abs/1909.07380v2|How far can we push deconvolution? A SCUBA-2 test case|Stephen Serjeant|astro-ph.GA|How far can we use multi-wavelength cross-identifications to deconvolve far-infrared images? In this short research note I explore a test case of CLEAN deconvolutions of simulated confused 850 micron SCUBA-2 data, and explore the possible scientific applications of combining this data with ostensibly deeper TolTEC Large Scale Structure (LSS) survey 1.1mm-2mm data. I show that the SCUBA-2 can be reconstructed to the 1.1mm LMT resolution and achieve an 850 micron deconvolved sensitivity of 0.7 mJy RMS, an improvement of at least ~1:5x over naive point source filtered images. The TolTEC/SCUBA-2 combination can constrain cold (<10K) observed-frame colour temperatures, where TolTEC alone cannot.|2019-09-16T15:35:02Z|2019-09-20T10:01:39Z|astro-ph
http://arxiv.org/abs/1206.4306v3|Star-Galaxy Classification in Multi-Band Optical Imaging|Ross Fadely;David W. Hogg;Beth Willman|astro-ph.IM|Ground-based optical surveys such as PanSTARRS, DES, and LSST, will produce large catalogs to limiting magnitudes of r > 24. Star-galaxy separation poses a major challenge to such surveys because galaxies---even very compact galaxies---outnumber halo stars at these depths. We investigate photometric classification techniques on stars and galaxies with intrinsic FWHM < 0.2 arcsec. We consider unsupervised spectral energy distribution template fitting and supervised, data-driven Support Vector Machines (SVM). For template fitting, we use a Maximum Likelihood (ML) method and a new Hierarchical Bayesian (HB) method, which learns the prior distribution of template probabilities from the data. SVM requires training data to classify unknown sources; ML and HB don't. We consider i.) a best-case scenario (SVM_best) where the training data is (unrealistically) a random sampling of the data in both signal-to-noise and demographics, and ii.) a more realistic scenario where training is done on higher signal-to-noise data (SVM_real) at brighter apparent magnitudes. Testing with COSMOS ugriz data we find that HB outperforms ML, delivering ~80% completeness, with purity of ~60-90% for both stars and galaxies, respectively. We find no algorithm delivers perfect performance, and that studies of metal-poor main-sequence turnoff stars may be challenged by poor star-galaxy separation. Using the Receiver Operating Characteristic curve, we find a best-to-worst ranking of SVM_best, HB, ML, and SVM_real. We conclude, therefore, that a well trained SVM will outperform template-fitting methods. However, a normally trained SVM performs worse. Thus, Hierarchical Bayesian template fitting may prove to be the optimal classification method in future surveys.|2012-06-19T20:00:00Z|2012-10-22T19:34:11Z|astro-ph
http://arxiv.org/abs/1311.7403v1|Remarks on Privileged Words|Michael Forsyth;Amlesh Jayakumar;Jeffrey Shallit|cs.FL|We discuss the notion of privileged word, recently introduced by Peltomaki. A word w is privileged if it is of length <=1, or has a privileged border that occurs exactly twice in w. We prove the following results: (1) if w^k is privileged for some k >=1, then w^j is privileged for all j >= 0; (2) the language of privileged words is neither regular nor context-free; (3) there is a linear-time algorithm to check if a given word is privileged; and (4) there are at least 2^{n-5}/n^2 privileged binary words of length n.|2013-11-28T19:28:37Z|2013-11-28T19:28:37Z|cs
http://arxiv.org/abs/1302.3966v3|Effect of Temperature Wave on Diffusive Transport of Weakly-Soluble   Substances in Liquid-Saturated Porous Media|Pavel V. Krauzin;Denis S. Goldobin|physics.geo-ph|We study the effect of surface temperature oscillations on diffusive transport of solutes of weaklysoluble substances through liquid-saturated porous media. Temperature wave induced by these oscillations and decaying deep in the porous massif creates the solubility wave along with the corresponding solute diffusion flux wave. When the non-dissolved fraction is immobilized in pores---for gases the bubbles can be immobilized by the surface tension force, for solids (e.g., limestone, gas-hydrates) the immobilization of non-dissolved phase is obvious---the only remaining mechanisms of mass transport are related to solute flux through liquid in pores. We evaluate analytically the generated time-average mass flux for the case of medium everywhere littered with non-dissolved phase and reveal the significant effect of the temperature wave on the substance release from the massif and non-dissolved mass redistribution within the massif. Analytical theory is validated with numerical calculations.|2013-02-16T13:16:01Z|2014-09-10T10:01:16Z|physics
http://arxiv.org/abs/1605.05798v2|MCMC for Imbalanced Categorical Data|James E. Johndrow;Aaron Smith;Natesh Pillai;David B. Dunson|math.ST|Many modern applications collect highly imbalanced categorical data, with some categories relatively rare. Bayesian hierarchical models combat data sparsity by borrowing information, while also quantifying uncertainty. However, posterior computation presents a fundamental barrier to routine use; a single class of algorithms does not work well in all settings and practitioners waste time trying different types of MCMC approaches. This article was motivated by an application to quantitative advertising in which we encountered extremely poor computational performance for common data augmentation MCMC algorithms but obtained excellent performance for adaptive Metropolis. To obtain a deeper understanding of this behavior, we give strong theory results on computational complexity in an infinitely imbalanced asymptotic regime. Our results show computational complexity of Metropolis is logarithmic in sample size, while data augmentation is polynomial in sample size. The root cause of poor performance of data augmentation is a discrepancy between the rates at which the target density and MCMC step sizes concentrate. In general, MCMC algorithms that have a similar discrepancy will fail in large samples - a result with substantial practical impact.|2016-05-19T02:45:46Z|2017-06-26T15:06:27Z|math
http://arxiv.org/abs/1301.4207v2|Anticipatory Systems, Preferences, Averages: Inflation, Uncertain   Phenomena, Management|Leonid A. Shapiro|q-fin.GN|"Behavior of systems that are functions of anticipated behavior of other systems, whose own behavior is also anticipatory but homeostatic and determined by hierarchical ordering, which changes over time, of sets of possible environments that are not co-possible, is proven to be highly non-linear and sensitively dependent on precise parameters. Averages and other kinds of aggregates cannot be calculated for sets of measurements of behavior of systems, defined in this essay, that are ""index complex"" in this way. This includes many systems, for instance, social behavior, where anticipation of behavior of other individuals plays a central role. Anticipation of preferences of economic actors are discussed in this way. Analysis by way of generalized functions of complex variables is done for these kinds of systems, and equations of change of state are formally described. Behavior that comprises of responses to market interest rates is taken for example. Continuity assumptions in economics analyzed in this context. Anticipatory responses to inflation in economics are discussed. Applications to theory of production are presented."|2013-01-17T20:22:17Z|2013-07-16T07:07:52Z|q-fin
http://arxiv.org/abs/1803.11253v1|A comprehensive review of Chronic Kidney Disease of Unknown Etiology|Adoni Fernando;Nivethika Sivakumaran|q-bio.QM|This review was written to provide a comprehensive summary of the suggested etiologies of Chronic Kidney Disease of Unknown Etiology (CKDu) in Sri Lanka. In this review, Chronic Kidney Disease (CKD) is explained in detail and its known etiologies are discussed. CKDu is defined and its epidemiology is discussed, with the compilation of statistic from over 15 research papers through the years 2000 to present.|2018-03-28T03:55:06Z|2018-03-28T03:55:06Z|q-bio
http://arxiv.org/abs/math/0505218v1|Convergence in capacity|Urban Cegrell|math.CV|The purpose of this paper is to study convergence of Monge-Ampere measures associated to sequences of plurisubharmonic functions defined on a hyperconvex subset of ${\mathbb C^n}$.|2005-05-11T14:48:39Z|2005-05-11T14:48:39Z|math
http://arxiv.org/abs/1211.1300v1|An Accurate Flux Density Scale from 1 to 50 GHz|Rick A. Perley;Bryan J. Butler|astro-ph.IM|We develop an absolute flux density scale for cm-wavelength astronomy by combining accurate flux density ratios determined by the VLA between the planet Mars and a set of potential calibrators with the Rudy thermophysical emission model of Mars, adjusted to the absolute scale established by WMAP. The radio sources 3C123, 3C196, 3C286 and 3C295 are found to be varying at a level of less than ~5% per century at all frequencies between 1 and 50 GHz, and hence are suitable as flux density standards. We present polynomial expressions for their spectral flux densities, valid from 1 to 50 GHz, with absolute accuracy estimated at 1-3% depending on frequency. Of the four sources, 3C286 is the most compact and has the flattest spectral index, making it the most suitable object on which to establish the spectral flux density scale. The sources 3C48, 3C138, 3C147, NGC7027, NGC6542, and MWC349 show significant variability on various timescales. Polynomial coefficients for the spectral flux density are developed for 3C48, 3C138, and 3C147 for each of the seventeen observation dates, spanning 1983 through 2012. The planets Venus, Uranus, and Neptune are included in our observations, and we derive their brightness temperatures over the same frequency range.|2012-11-06T16:37:31Z|2012-11-06T16:37:31Z|astro-ph
http://arxiv.org/abs/1708.04786v1|Coherent Perfect Absorption: an electromagnetic perspective|Sanjeeb Dey;Suneel Singh|physics.optics|We present a simple closed expression for determining the condition for Coherent Perfect Absorption derived through electromagnetic wave treatment and interface boundary conditions. Apart from providing physical insight this expression can be used to estimate the values of various parameters required for observation of coherent perfect absorption in a given medium characterized by a complex dielectric constant. The results of the theoretical expression are found to be in good agreement with those obtained through numerical simulations.|2017-08-16T06:42:22Z|2017-08-16T06:42:22Z|physics
http://arxiv.org/abs/0908.2378v1|Long-range energy transfer in proteins|Francesco Piazza;Yves-Henri Sanejouand|q-bio.BM|Proteins are large and complex molecular machines. In order to perform their function, most of them need energy, e.g. either in the form of a photon, like in the case of the visual pigment rhodopsin, or through the breaking of a chemical bond, as in the presence of adenosine triphosphate (ATP). Such energy, in turn, has to be transmitted to specific locations, often several tens of Angstroms away from where it is initially released. Here we show, within the framework of a coarse-grained nonlinear network model, that energy in a protein can jump from site to site with high yields, covering in many instances remarkably large distances. Following single-site excitations, few specific sites are targeted, systematically within the stiffest regions. Such energy transfers mark the spontaneous formation of a localized mode of nonlinear origin at the destination site, which acts as an efficient energy-accumulating centre. Interestingly, yields are found to be optimum for excitation energies in the range of biologically relevant ones.|2009-08-17T15:59:53Z|2009-08-17T15:59:53Z|q-bio
http://arxiv.org/abs/2001.02146v1|A DNA damage multi-scale model for NTCP in proton and hadron therapy|Ramin Abolfath;Chris Peeler;Dragan Mirkovic;Radhe Mohan;David Grosshans|physics.med-ph|{\bf Purpose}: To develop a first principle and multi-scale model for normal tissue complication probability (NTCP) as a function of dose and LET for proton and in general for particle therapy with a goal of incorporating nano-scale radio-chemical to macro-scale cell biological pathways, spanning from initial DNA damage to tissue late effects.   {\bf Methods}: The method is combination of analytical and multi-scale computational steps including (1) derivation of functional dependencies of NTCP on DNA driven cell lethality in nanometer and mapping to dose and LET in millimeter, and (2) 3D-surface fitting to Monte Carlo data set generated based on post radiation image change and gathered for a cohort of 14 pediatric patients treated by scanning beam of protons for ependymoma. We categorize voxel-based dose and LET associated with development of necrosis in NTCP.   {\bf Result}: Our model fits well the clinical data, generated for post radiation tissue toxicity and necrosis. The fitting procedure results in extraction of in-{\it vivo} radio-biological $\alpha$-$\beta$ indices and their numerical values.   {\bf Discussion and conclusion}: The NTCP model, explored in this work, allows to correlate the tissue toxicities to DNA initial damage, cell lethality and the properties and qualities of radiation, dose and LET.|2020-01-07T16:10:08Z|2020-01-07T16:10:08Z|physics
http://arxiv.org/abs/1311.4290v1|Study on Antibody-Virus Interaction using Molecular Dynamics: Two   Dimensional Simulation on Immunoglobulin Reaction against Human   Papillomavirus|Luman Haris;Sony Suhandono;Siti Nurul Khotimah;Freddy Haryanto;Sparisoma Viridi|q-bio.CB|Human Papillomavirus (HPV) has been known as one of the cause of virus-induced cancer such as cervical cancer and carcinoma. Among other types of cancer, this type has higher chance in being prevented earlier. The main idea is to eradicate the virus as soon as it enters the body by marking it with antibodies; signaling the immune system to dispose of it. However, the antibodies must be trained to recognize the virus. They can be trained by inserting an object similar to the virus allowing them to learn to recognize and surround the inserted object. In response to this, molecular dynamics simulation was chosen to study the antibody-virus interaction. In this work, two-dimensional case that involves HPV and immunoglobulin (Ig) was studied and observed. Two types of objects will be defined; one stands for HPV while another stands for antibodies. The interaction between the two objects will be governed by two forces; Coulomb force and repulsive contact force. Through the definition of some rules and condition, the antibodies' motion was observed. The influence of antibody concentration, and the antibody's type and their appearance sequence were observed both quantitatively and visually.   Keywords: antibody-virus interaction, molecular dynamics, HPV, immunoglobulin.|2013-11-18T08:25:02Z|2013-11-18T08:25:02Z|q-bio
http://arxiv.org/abs/1205.4708v2|Emergence of spatial spin-wave correlations in a cold atomic gas|Y. O. Dudin;F. Bariani;A. Kuzmich|physics.atom-ph|Rydberg spin waves are optically excited in a quasi-one-dimensional atomic sample of Rb atoms. Pair-wise spin-wave correlations are observed by a spatially selective transfer of the quantum state onto a light field and photoelectric correlation measurements of the light. The correlations are interpreted in terms of the dephasing of multiply-excited spin waves by long-range Rydberg interactions.|2012-05-21T19:50:27Z|2012-08-23T14:01:24Z|physics
http://arxiv.org/abs/1512.04573v1|Mathematical model of the interaction between baroreflex and cerebral   autoregulation|Adam Mahdi;Mette S. Olufsen;Stephen J. Payne|q-bio.TO|Baroreflex (BR) and cerebral autoregulation (CA) are two important mechanisms regulating blood pressure and flow. However, the functional relationship between BR and CA in humans is unknown. Since BR impairment is an adverse prognostic indicator for both cardiac and cerebrovascular diseases it would be of clinical interest to better understand the relationship between BR and CA. Motivated by this observation we develop a simple mathematical framework aiming to simulate the effects of BR on the cerebral blood flow dynamics.|2015-09-02T12:35:57Z|2015-09-02T12:35:57Z|q-bio
http://arxiv.org/abs/1710.02944v1|A Unified Approach on the Local Power of Panel Unit Root Tests|Zhongwen Liang|econ.EM|In this paper, a unified approach is proposed to derive the exact local asymptotic power for panel unit root tests, which is one of the most important issues in nonstationary panel data literature. Two most widely used panel unit root tests known as Levin-Lin-Chu (LLC, Levin, Lin and Chu (2002)) and Im-Pesaran-Shin (IPS, Im, Pesaran and Shin (2003)) tests are systematically studied for various situations to illustrate our method. Our approach is characteristic function based, and can be used directly in deriving the moments of the asymptotic distributions of these test statistics under the null and the local-to-unity alternatives. For the LLC test, the approach provides an alternative way to obtain the results that can be derived by the existing method. For the IPS test, the new results are obtained, which fills the gap in the literature where few results exist, since the IPS test is non-admissible. Moreover, our approach has the advantage in deriving Edgeworth expansions of these tests, which are also given in the paper. The simulations are presented to illustrate our theoretical findings.|2017-10-09T05:57:06Z|2017-10-09T05:57:06Z|econ
http://arxiv.org/abs/q-bio/0402048v1|Reliably determining which genes have a high posterior probability of   differential expression: A microarray application of decision-theoretic   multiple testing|David R. Bickel|q-bio.QM|Microarray data are often used to determine which genes are differentially expressed between groups, for example, between treatment and control groups. There are methods of determining which genes have a high probability of differential expression, but those methods depend on the estimation of probability densities. Theoretical results have shown such estimation to be unreliable when high-probability genes are identified.   The genes that are probably differentially expressed can be found using decision theory instead of density estimation. Simulations show that the proposed decision-theoretic method is much more reliable than a density-estimation method. The proposed method is used to determine which genes to consider differentially expressed between patients with different types of cancer.   The proposed method determines which genes have a high probability of differential expression. It can be applied to data sets that have replicate microarrays in each of two or more groups of patients or experiments.|2004-02-29T14:56:23Z|2004-02-29T14:56:23Z|q-bio
http://arxiv.org/abs/1805.03721v3|Decentralized Collaborative Knowledge Management using Git|Natanael Arndt;Patrick Naumann;Norman Radtke;Michael Martin;Edgard Marx|cs.DB|The World Wide Web and the Semantic Web are designed as a network of distributed services and datasets. The distributed character of the Web brings manifold collaborative possibilities to interchange data. The commonly adopted collaborative solutions for RDF data are centralized (e.g. SPARQL endpoints and wiki systems). But to support distributed collaboration, a system is needed, that supports divergence of datasets, brings the possibility to conflate diverged states, and allows distributed datasets to be synchronized. In this paper, we present Quit Store, it was inspired by and it builds upon the successful Git system. The approach is based on a formal expression of evolution and consolidation of distributed datasets. During the collaborative curation process, the system automatically versions the RDF dataset and tracks provenance information. It also provides support to branch, merge, and synchronize distributed RDF datasets. The merging process is guarded by specific merge strategies for RDF data. Finally, we use our reference implementation to show overall good performance and demonstrate the practical usability of the system.|2018-05-09T20:24:20Z|2018-10-16T07:53:05Z|cs
http://arxiv.org/abs/1310.2076v1|An Investigation of Methods for Handling Missing Data with Penalized   Regression|Yunjin Choi;Robert Tibshirani|stat.AP|We investigate methods for penalized regression in the presence of missing observations. This paper introduces a method for estimating the parameters which compensates for the missing observations. We first, derive an unbiased estimator of the objective function with respect to the missing data and then, modify the criterion to ensure convexity. Finally, we extend our approach to a family of models that embraces the mean imputation method. These approaches are compared to the mean imputation method, one of the simplest methods for dealing with missing observations problem, via simulations. We also investigate the problem of making predictions when there are missing values in the test set.|2013-10-08T10:26:30Z|2013-10-08T10:26:30Z|stat
http://arxiv.org/abs/1809.08960v1|On a gap between rational annuitization price for producer and price for   customer|Nikolai Dokuchaev|econ.GN|"The paper studies pricing of insurance products focusing on the pricing of annuities under uncertainty. This pricing problem is crucial for financial decision making and was studied intensively, however, many open questions still remain. In particular, there is a so-called ""annuity puzzle"" related to certain inconsistency of existing financial theory with the empirical observations for the annuities market. The paper suggests a pricing method based on the risk minimization such that both producer and customer seek to minimize the mean square hedging error accepted as a measure of risk. This leads to two different versions of the pricing problem: the selection of the annuity price given the rate of regular payments, and the selection of the rate of payments given the annuity price. It appears that solutions of these two problems are different. This can contribute to explanation for the ""annuity puzzle""."|2018-09-24T14:16:48Z|2018-09-24T14:16:48Z|econ
http://arxiv.org/abs/1910.13480v1|Planetary Astronomy-Understanding the Origin of the Solar System|S. M. Lawler;A. C. Boley;M. Connors;W. Fraser;B. Gladman;C. L. Johnson;J. J. Kavelaars;G. Osinski;L. Philpott;J. Rowe;P. Wiegert;R. Winslow|astro-ph.EP|There is a vibrant and effective planetary science community in Canada. We do research in the areas of meteoritics, asteroid and trans-Neptunian object orbits and compositions, and space weather, and are involved in space probe missions to study planetary surfaces and interiors. For Canadian planetary scientists to deliver the highest scientific impact possible, we have several recommendations. Our top recommendation is to join LSST and gain access to the full data releases by hosting a data centre, which could be done by adding to the CADC, which is already highly involved in hosting planetary data and supporting computational modelling for orbital studies. We also support MSE, which can provide spectroscopy and thus compositional information for thousands of small bodies. We support a Canadian-led microsatellite, POEP, which will provide small body sizes by measuring occultations. We support the idea of piggybacking space weather instruments on other astronomical space probes to provide data for the space weather community. Many Canadian planetary scientists are involved in space probe missions, but through haphazard and temporary arrangements like co-appointments at US institutions, so we would like the community to support Canadian researchers to participate in these large, international missions.|2019-10-29T19:02:54Z|2019-10-29T19:02:54Z|astro-ph
http://arxiv.org/abs/1211.3004v2|From Rome to the Antipodes: the medieval form of the world|Amelia Carolina Sparavigna|physics.pop-ph|Here we discuss how some medieval scholars in the Western Europe viewed the form of the world and the problem of the Antipodes, starting from the Natural History written by Pliny and ending in the Hell of Dante Alighieri. From the center of the Earth, Dante and Virgil came to the Antipodes: eventually, their existence was accepted. Among the others, we will discuss the works of the Venerable Bede and Sylvester the Second.|2012-11-13T14:40:46Z|2012-11-14T18:33:00Z|physics
http://arxiv.org/abs/1802.09725v1|High-dimensional ABC|D. J. Nott;V. M. -H. Ong;Y. Fan;S. A. Sisson|stat.CO|"This Chapter, ""High-dimensional ABC"", is to appear in the forthcoming Handbook of Approximate Bayesian Computation (2018). It details the main ideas and concepts behind extending ABC methods to higher dimensions, with supporting examples and illustrations."|2018-02-27T05:47:13Z|2018-02-27T05:47:13Z|stat
http://arxiv.org/abs/1510.06112v1|Dimensionality Reduction for Binary Data through the Projection of   Natural Parameters|Andrew J. Landgraf;Yoonkyung Lee|stat.ML|Principal component analysis (PCA) for binary data, known as logistic PCA, has become a popular alternative to dimensionality reduction of binary data. It is motivated as an extension of ordinary PCA by means of a matrix factorization, akin to the singular value decomposition, that maximizes the Bernoulli log-likelihood. We propose a new formulation of logistic PCA which extends Pearson's formulation of a low dimensional data representation with minimum error to binary data. Our formulation does not require a matrix factorization, as previous methods do, but instead looks for projections of the natural parameters from the saturated model. Due to this difference, the number of parameters does not grow with the number of observations and the principal component scores on new data can be computed with simple matrix multiplication. We derive explicit solutions for data matrices of special structure and provide computationally efficient algorithms for solving for the principal component loadings. Through simulation experiments and an analysis of medical diagnoses data, we compare our formulation of logistic PCA to the previous formulation as well as ordinary PCA to demonstrate its benefits.|2015-10-21T02:25:33Z|2015-10-21T02:25:33Z|stat
http://arxiv.org/abs/1812.04486v1|Trade Selection with Supervised Learning and OCA|David Saltiel;Eric Benhamou|cs.LG|In recent years, state-of-the-art methods for supervised learning have exploited increasingly gradient boosting techniques, with mainstream efficient implementations such as xgboost or lightgbm. One of the key points in generating proficient methods is Feature Selection (FS). It consists in selecting the right valuable effective features. When facing hundreds of these features, it becomes critical to select best features. While filter and wrappers methods have come to some maturity, embedded methods are truly necessary to find the best features set as they are hybrid methods combining features filtering and wrapping. In this work, we tackle the problem of finding through machine learning best a priori trades from an algorithmic strategy. We derive this new method using coordinate ascent optimization and using block variables. We compare our method to Recursive Feature Elimination (RFE) and Binary Coordinate Ascent (BCA). We show on a real life example the capacity of this method to select good trades a priori. Not only this method outperforms the initial trading strategy as it avoids taking loosing trades, it also surpasses other method, having the smallest feature set and the highest score at the same time. The interest of this method goes beyond this simple trade classification problem as it is a very general method to determine the optimal feature set using some information about features relationship as well as using coordinate ascent optimization.|2018-12-09T21:07:06Z|2018-12-09T21:07:06Z|cs
http://arxiv.org/abs/1703.01137v3|Model Spaces for Risk Measures|Felix-Benedikt Liebrich;Gregor Svindland|q-fin.RM|We show how risk measures originally defined in a model free framework in terms of acceptance sets and reference assets imply a meaningful underlying probability structure. Hereafter we construct a maximal domain of definition of the risk measure respecting the underlying ambiguity profile. We particularly emphasise liquidity effects and discuss the correspondence between properties of the risk measure and the structure of this domain as well as subdifferentiability properties.   Keywords: Model free risk assessment, extension of risk measures, continuity properties of risk measures, subgradients.|2017-03-03T12:55:15Z|2017-11-23T13:02:14Z|q-fin
http://arxiv.org/abs/1410.5466v4|Conditional Preference Orders and their Numerical Representations|Samuel Drapeau;Asgar Jamneshan|q-fin.EC|We provide an axiomatic system modeling conditional preference orders which is based on conditional set theory. Conditional numerical representations are introduced, and a conditional version of the theorems of Debreu on the existence of numerical representations is proved. The conditionally continuous representations follow from a conditional version of Debreu's Gap Lemma the proof of which relies on a conditional version of the axiom of choice, free of any measurable selection argument. We give a conditional version of the von Neumann and Morgenstern representation as well as automatic conditional continuity results, and illustrate them by examples.|2014-10-20T21:09:01Z|2016-01-18T17:35:54Z|q-fin
http://arxiv.org/abs/1104.5131v2|American Options Based on Malliavin Calculus and Nonparametric Variance   Reduction Methods|Lokman Abbas-Turki;Bernard Lapeyre|q-fin.PR|This paper is devoted to pricing American options using Monte Carlo and the Malliavin calculus. Unlike the majority of articles related to this topic, in this work we will not use localization fonctions to reduce the variance. Our method is based on expressing the conditional expectation E[f(St)/Ss] using the Malliavin calculus without localization. Then the variance of the estimator of E[f(St)/Ss] is reduced using closed formulas, techniques based on a conditioning and a judicious choice of the number of simulated paths. Finally, we perform the stopping times version of the dynamic programming algorithm to decrease the bias. On the one hand, we will develop the Malliavin calculus tools for exponential multi-dimensional diffusions that have deterministic and no constant coefficients. On the other hand, we will detail various nonparametric technics to reduce the variance. Moreover, we will test the numerical efficiency of our method on a heterogeneous CPU/GPU multi-core machine.|2011-04-27T13:03:19Z|2011-04-28T06:22:46Z|q-fin
http://arxiv.org/abs/1901.03874v2|A Risk-Sharing Framework of Bilateral Contracts|Junbeom Lee;Stephan Sturm;Chao Zhou|q-fin.MF|We introduce a two-agent problem which is inspired by price asymmetry arising from funding difference. When two parties have different funding rates, the two parties deduce different fair prices for derivative contracts even under the same pricing methodology and parameters. Thus, the two parties should enter the derivative contracts with a negotiated price, and we call the negotiation a risk-sharing problem. This framework defines the negotiation as a problem that maximizes the sum of utilities of the two parties. By the derived optimal price, we provide a theoretical analysis on how the price is determined between the two parties. As well as the price, the risk-sharing framework produces an optimal amount of collateral. The derived optimal collateral can be used for contracts between financial firms and non-financial firms. However, inter-dealers markets are governed by regulations. As recommended in Basel III, it is a convention in inter-dealer contracts to pledge the full amount of a close-out price as collateral. In this case, using the optimal collateral, we interpret conditions for the full margin requirement to be indeed optimal.|2019-01-12T15:45:41Z|2019-12-29T04:43:42Z|q-fin
http://arxiv.org/abs/physics/0408100v1|More on the early interpretation of the Schwarzschild solution|Andre Gsponer|physics.hist-ph|Lemaitre was apparently the first to make an explicit coordinate transformation resulting in the removal of the singularity at r = a = 2m in the Schwarzschild metric, while Lanczos was the first to express doubts on the physical reality of that singularity since it could be introduced or removed by a transformation of coordinates.|2004-08-23T16:14:59Z|2004-08-23T16:14:59Z|physics
http://arxiv.org/abs/physics/0607164v1|Dynamics and (de)localization in a one-dimensional tight-binding chain|Antonio Siber|physics.ed-ph|A simple tight-binding model is used to illustrate how the time dependence of a state vector can be obtained from all the eigenvalues and eigenvectors of the Hamiltonian. The behavior of the eigenvalues and eigenvectors is studied for various parameters and allows us to study scattering-like events, impurity states, and localization in disordered systems.|2006-07-18T11:20:42Z|2006-07-18T11:20:42Z|physics
http://arxiv.org/abs/1701.02265v1|On Reject and Refine Options in Multicategory Classification|Chong Zhang;Wenbo Wang;Xingye Qiao|stat.ML|In many real applications of statistical learning, a decision made from misclassification can be too costly to afford; in this case, a reject option, which defers the decision until further investigation is conducted, is often preferred. In recent years, there has been much development for binary classification with a reject option. Yet, little progress has been made for the multicategory case. In this article, we propose margin-based multicategory classification methods with a reject option. In addition, and more importantly, we introduce a new and unique refine option for the multicategory problem, where the class of an observation is predicted to be from a set of class labels, whose cardinality is not necessarily one. The main advantage of both options lies in their capacity of identifying error-prone observations. Moreover, the refine option can provide more constructive information for classification by effectively ruling out implausible classes. Efficient implementations have been developed for the proposed methods. On the theoretical side, we offer a novel statistical learning theory and show a fast convergence rate of the excess $\ell$-risk of our methods with emphasis on diverging dimensionality and number of classes. The results can be further improved under a low noise assumption. A set of comprehensive simulation and real data studies has shown the usefulness of the new learning tools compared to regular multicategory classifiers. Detailed proofs of theorems and extended numerical results are included in the supplemental materials available online.|2017-01-09T17:19:45Z|2017-01-09T17:19:45Z|stat
http://arxiv.org/abs/1608.02738v1|Reliability Considerations for the Operation of Large Accelerator User   Facilities|F. J. Willeke|physics.acc-ph|The lecture provides an overview of considerations relevant for achieving highly reliable operation of accelerator based user facilities. The article starts with an overview of statistical reliability formalism which is followed by high reliability design considerations with examples. The article closes with operational aspects of high reliability such as preventive maintenance and spares inventory.|2016-08-09T09:30:12Z|2016-08-09T09:30:12Z|physics
http://arxiv.org/abs/1406.0818v1|Two planets around Kapteyn's star : a cold and a temperate super-Earth   orbiting the nearest halo red-dwarf|Guillem Anglada-Escudé;Pamela Arriagada;Mikko Tuomi;Mathias Zechmeister;James S. Jenkins;Aviv Ofir;Stefan Dreizler;Enrico Gerlach;Chris J. Marvin;Ansgar Reiners;Sandra V. Jeffers;R. Paul Butler;Steven S. Vogt;Pedro J. Amado;Cristina Rodríguez-López;Zaira M. Berdiñas;Julian Morin;Jeff D. Crane;Stephen A. Shectman;Ian B. Thompson;Matías Díaz;Eugenio Rivera;Luis F. Sarmiento;Hugh R. A. Jones|astro-ph.EP|Exoplanets of a few Earth masses can be now detected around nearby low-mass stars using Doppler spectroscopy. In this paper, we investigate the radial velocity variations of Kapteyn's star, which is both a sub-dwarf M-star and the nearest halo object to the Sun. The observations comprise archival and new HARPS, HIRES and PFS Doppler measurements. Two Doppler signals are detected at periods of 48 and 120 days using likelihood periodograms and a Bayesian analysis of the data. Using the same techniques, the activity indicies and archival ASAS-3 photometry show evidence for low-level activity periodicities of the order of several hundred days. However, there are no significant correlations with the radial velocity variations on the same time-scales. The inclusion of planetary Keplerian signals in the model results in levels of correlated and excess white noise that are remarkably low compared to younger G, K and M dwarfs. We conclude that Kapteyn's star is most probably orbited by two super-Earth mass planets, one of which is orbiting in its circumstellar habitable zone, becoming the oldest potentially habitable planet known to date. The presence and long-term survival of a planetary system seems a remarkable feat given the peculiar origin and kinematic history of Kapteyn's star. The detection of super-Earth mass planets around halo stars provides important insights into planet-formation processes in the early days of the Milky Way.|2014-06-03T19:18:40Z|2014-06-03T19:18:40Z|astro-ph
